Time,Kappa_L1,Alpha_L1,Gamma_L1,Fx_L1   ,Fy_L1   ,Fz_L1   ,Mx_L1   ,My_L1   ,Mz_L1   ,Fx_Real,Fy_Real,Fx_Brush,Fy_Brush
0,0,-10,0,1.03E-06,1817.819946,4000,-5.347330093,-5.309593678,4.867370129,0.00000199,3513.340088,0.019046,10941
0.025,0,-9.989999771,0,1.03E-06,1817.819946,4000,-5.347330093,-5.309613705,4.867370129,0.00000199,3513.340088,0.019027,10954
0.05,0,-9.979999542,0,1.03E-06,1817.819946,4000,-5.347330093,-5.309633732,4.867370129,0.000002,3513.340088,0.019008,10968
0.075,0,-9.970000267,0,1.03E-06,1817.819946,4000,-5.347330093,-5.309653759,4.867370129,0.000002,3513.340088,0.018989,10981
0.1,0,-9.960000038,0,1.04E-06,1817.819946,4000,-5.347330093,-5.309673786,4.867370129,0.000002,3513.340088,0.01897,10995
0.125,0,-9.949999809,0,1.04E-06,1817.819946,4000,-5.347330093,-5.309693336,4.867370129,0.000002,3513.340088,0.018951,11009
0.15,0,-9.93999958,0,1.04E-06,1817.819946,4000,-5.347330093,-5.309713364,4.867370129,0.000002,3513.340088,0.018933,11022
0.175,0,-9.930000305,0,1.04E-06,1817.819946,4000,-5.347330093,-5.309733391,4.867370129,0.00000201,3513.340088,0.018914,11036
0.2,0,-9.940000076,0,1.04E-06,1817.819946,4000,-5.347330093,-5.309752941,4.867370129,0.00000201,3513.340088,0.018895,11050
0.225,0,-9.909999847,0,1.04E-06,1817.819946,4000,-5.347330093,-5.309772968,4.867370129,0.00000201,3513.340088,0.018876,11064
0.25,0,-9.899999619,0,1.04E-06,1817.819946,4000,-5.347330093,-5.309792995,4.867370129,0.00000201,3513.340088,0.018857,11077
0.275,0,-9.890000343,0,1.04E-06,1817.819946,4000,-5.347330093,-5.309812546,4.867370129,0.00000202,3513.340088,0.018838,11092
0.3,0,-9.880000114,0,1.04E-06,1817.819946,4000,-5.347330093,-5.309832573,4.867370129,0.00000202,3513.340088,0.018819,11106
0.325,0,-9.869999886,0,1.04E-06,1817.819946,4000,-5.347330093,-5.309852123,4.867370129,0.00000202,3513.340088,0.0188,11120
0.35,0,-9.859999657,0,1.05E-06,1817.819946,4000,-5.347330093,-5.30987215,4.867370129,0.00000202,3513.340088,0.018781,11134
0.375,0,-9.850000381,0,1.05E-06,1817.819946,4000,-5.347330093,-5.309891701,4.867370129,0.00000202,3513.340088,0.018762,11149
0.4,0,-9.840000153,0,1.05E-06,1817.819946,4000,-5.347330093,-5.309911251,4.867370129,0.00000203,3513.340088,0.018743,11163
0.425,0,-9.829999924,0,1.05E-06,1817.819946,4000,-5.347330093,-5.309931278,4.867370129,0.00000203,3513.340088,0.018724,11178
0.45,0,-9.819999695,0,1.05E-06,1817.819946,4000,-5.347330093,-5.309950829,4.867370129,0.00000203,3513.340088,0.018705,11193
0.475,0,-9.81000042,0,1.05E-06,1817.819946,4000,-5.347330093,-5.309970379,4.867370129,0.00000203,3513.340088,0.018686,11208
0.5,0,-9.800000191,0,1.05E-06,1817.819946,4000,-5.347330093,-5.309989929,4.867370129,0.00000203,3513.340088,0.018667,11224
0.525,0,-9.789999962,0,1.05E-06,1817.819946,4000,-5.347330093,-5.31000948,4.867370129,0.00000204,3513.340088,0.018648,11239
0.55,0,-9.779999733,0,1.05E-06,1817.819946,4000,-5.347330093,-5.31002903,4.867370129,0.00000204,3513.340088,0.018629,11255
0.575,0,-9.770000458,0,1.06E-06,1817.819946,4000,-5.347330093,-5.31004858,4.867370129,0.00000204,3513.340088,0.01861,11270
0.6,0,-9.760000229,0,1.06E-06,1817.819946,4000,-5.347330093,-5.31006813,4.867370129,0.00000204,3513.340088,0.018591,11286
0.625,0,-9.75,0,1.06E-06,1817.819946,4000,-5.347330093,-5.310087681,4.867370129,0.00000204,3513.340088,0.018572,11302
0.65,0,-9.739999771,0,1.06E-06,1817.819946,4000,-5.347330093,-5.310107231,4.867370129,0.00000205,3513.340088,0.018553,11319
0.675,0,-9.729999542,0,1.06E-06,1817.819946,4000,-5.347330093,-5.310126781,4.867370129,0.00000205,3513.340088,0.018534,11335
0.7,0,-9.740000267,0,1.06E-06,1817.819946,4000,-5.347330093,-5.310146332,4.867370129,0.00000205,3513.340088,0.018515,11351
0.725,0,-9.710000038,0,1.06E-06,1817.819946,4000,-5.347330093,-5.310165882,4.867370129,0.00000205,3513.340088,0.018496,11368
0.75,0,-9.699999809,0,1.06E-06,1817.819946,4000,-5.347330093,-5.310185432,4.867370129,0.00000206,3513.340088,0.018477,11384
0.775,0,-9.68999958,0,1.06E-06,1817.819946,4000,-5.347330093,-5.310204506,4.867370129,0.00000206,3513.340088,0.018458,11400
0.8,0,-9.680000305,0,1.07E-06,1817.819946,4000,-5.347330093,-5.310224056,4.867370129,0.00000206,3513.340088,0.018439,11416
0.825,0,-9.670000076,0,1.07E-06,1817.819946,4000,-5.347330093,-5.310243607,4.867370129,0.00000206,3513.340088,0.01842,11432
0.85,0,-9.659999847,0,1.07E-06,1817.819946,4000,-5.347330093,-5.31026268,4.867370129,0.00000206,3513.340088,0.018401,11447
0.875,0,-9.649999619,0,1.07E-06,1817.819946,4000,-5.347330093,-5.31028223,4.867370129,0.00000207,3513.340088,0.018382,11461
0.9,0,-9.640000343,0,1.07E-06,1817.819946,4000,-5.347330093,-5.310301304,4.867370129,0.00000207,3513.340088,0.018363,11474
0.925,0,-9.630000114,0,1.07E-06,1817.819946,4000,-5.347330093,-5.310320854,4.867370129,0.00000207,3513.340088,0.018344,11485
0.95,0,-9.619999886,0,1.07E-06,1817.819946,4000,-5.347330093,-5.310339928,4.867370129,0.00000207,3513.340088,0.018325,11493
0.975,0,-9.609999657,0,1.07E-06,1817.819946,4000,-5.347330093,-5.310359001,4.867370129,0.00000208,3513.340088,0.018306,11499
1,0,-9.600000381,0,1.07E-06,1817.819946,4000,-5.347330093,-5.310378551,4.867370129,0.00000208,3513.340088,0.018287,11500
1.025,0,-9.590000153,0,1.08E-06,1817.819946,4000,-5.347330093,-5.310397625,4.867370129,0.00000208,3513.340088,0.018268,11495
1.05,0,-9.579999924,0,1.08E-06,1817.819946,4000,-5.347330093,-5.310416698,4.867370129,0.00000208,3513.340088,0.018249,11482
1.075,0,-9.569999695,0,1.08E-06,1817.819946,4000,-5.347330093,-5.310436249,4.867370129,0.00000208,3513.340088,0.01823,11458
1.1,0,-9.56000042,0,1.08E-06,1817.819946,4000,-5.347330093,-5.310455322,4.867370129,0.00000209,3513.340088,0.018211,11419
1.125,0,-9.550000191,0,1.08E-06,1817.819946,4000,-5.347330093,-5.310474396,4.867370129,0.00000209,3513.340088,0.018192,11360
1.15,0,-9.539999962,0,1.08E-06,1817.819946,4000,-5.347330093,-5.310493469,4.867370129,0.00000209,3513.340088,0.018173,11273
1.175,0,-9.529999733,0,1.08E-06,1817.819946,4000,-5.347330093,-5.310512543,4.867370129,0.00000209,3513.340088,0.018154,11149
1.2,0,-9.540000458,0,1.08E-06,1817.819946,4000,-5.347330093,-5.310531616,4.867370129,0.00000209,3513.340088,0.018135,10973
1.225,0,-9.510000229,0,1.09E-06,1817.819946,4000,-5.347330093,-5.31055069,4.867370129,0.0000021,3513.340088,0.018116,10726
1.25,0,-9.5,0,1.09E-06,1817.819946,4000,-5.347330093,-5.310569763,4.867370129,0.0000021,3513.340088,0.018097,10384
1.275,0,-9.489999771,0,1.09E-06,1817.868652,4000,-5.347472191,-5.310588837,4.853144646,0.0000021,3513.3479,0.018078,9913.5
1.3,0,-9.479999542,0,1.09E-06,1817.917236,4000,-5.347614765,-5.31060791,4.83891964,0.0000021,3513.355713,0.018059,9274.8
1.325,0,-9.470000267,0,1.09E-06,1817.96582,4000,-5.347757339,-5.310626507,4.824694633,0.00000211,3513.363281,0.01804,8424
1.35,0,-9.460000038,0,1.09E-06,1818.014404,4000,-5.347899437,-5.31064558,4.810469151,0.00000211,3513.371094,0.018021,7321.1
1.375,0,-9.449999809,0,1.09E-06,1818.062988,4000,-5.348042011,-5.310664654,4.796244144,0.00000211,3513.378906,0.018002,5944.7
1.4,0,-9.43999958,0,1.09E-06,1818.111572,4000,-5.348184586,-5.31068325,4.782018662,0.00000211,3513.386719,0.017983,4311.1
1.425,0,-9.430000305,0,1.09E-06,1818.160156,4000,-5.348326683,-5.310702324,4.767793655,0.00000212,3513.394531,0.017964,2488.8
1.45,0,-9.440000076,0,1.10E-06,1818.20874,4000,-5.348469257,-5.310721397,4.753568172,0.00000212,3513.402344,0.017945,594.78
1.475,0,-9.409999847,0,1.10E-06,1818.257446,4000,-5.348611832,-5.310739994,4.739343166,0.00000212,3513.410156,0.017926,-1233.4
1.5,0,-9.399999619,0,1.10E-06,1818.30603,4000,-5.348753929,-5.310759068,4.72511816,0.00000212,3513.417969,0.017907,-2877.3
1.525,0,-9.390000343,0,1.10E-06,1818.354614,4000,-5.348896503,-5.310777664,4.710892677,0.00000212,3513.425781,0.017888,-4265.8
1.55,0,-9.380000114,0,1.10E-06,1818.403198,4000,-5.349038601,-5.310796738,4.696667671,0.00000213,3513.433594,0.017869,-5380.6
1.575,0,-9.369999886,0,1.10E-06,1818.451782,4000,-5.349181175,-5.310815334,4.682442188,0.00000213,3513.441406,0.01785,-6241.9
1.6,0,-9.359999657,0,1.10E-06,1818.500366,4000,-5.34932375,-5.310833931,4.668217182,0.00000213,3513.449219,0.017831,-6889
1.625,0,-9.350000381,0,1.10E-06,1818.54895,4000,-5.349465847,-5.310853004,4.653992176,0.00000213,3513.457031,0.017812,-7366.2
1.65,0,-9.340000153,0,1.11E-06,1818.597656,4000,-5.349608421,-5.310871601,4.639766693,0.00000214,3513.464844,0.017793,-7713.3
1.675,0,-9.329999924,0,1.11E-06,1818.64624,4000,-5.349750996,-5.310890198,4.625541687,0.00000214,3513.472656,0.017774,-7963.4
1.7,0,-9.319999695,0,1.11E-06,1818.694824,4000,-5.349893093,-5.310908794,4.611316204,0.00000214,3513.480469,0.017755,-8142.1
1.725,0,-9.31000042,0,1.11E-06,1818.743408,4000,-5.350035667,-5.310927391,4.597091198,0.00000214,3513.488281,0.017736,-8268.4
1.75,0,-9.300000191,0,1.11E-06,1818.791992,4000,-5.350177765,-5.310945988,4.582866192,0.00000215,3513.496094,0.017717,-8356.5
1.775,0,-9.289999962,0,1.11E-06,1818.840576,4000,-5.350320339,-5.310964584,4.568640709,0.00000215,3513.503906,0.017698,-8416.6
1.8,0,-9.279999733,0,1.11E-06,1818.88916,4000,-5.350462914,-5.310983181,4.554415703,0.00000215,3513.511719,0.017679,-8456.2
1.825,0,-9.270000458,0,1.11E-06,1818.937744,4000,-5.350605011,-5.311001778,4.54019022,0.00000215,3513.519287,0.01766,-8480.8
1.85,0,-9.260000229,0,1.12E-06,1818.98645,4000,-5.350747585,-5.311020374,4.525965214,0.00000216,3513.5271,0.017641,-8494.3
1.875,0,-9.25,0,1.12E-06,1819.035034,4000,-5.35089016,-5.311038971,4.511740208,0.00000216,3513.534912,0.017622,-8499.7
1.9,0,-9.239999771,0,1.12E-06,1819.083618,4000,-5.351032257,-5.311057568,4.497514725,0.00000216,3513.542725,0.017603,-8498.9
1.925,0,-9.229999542,0,1.12E-06,1819.132202,4000,-5.351174831,-5.311076164,4.483289719,0.00000216,3513.550537,0.017584,-8493.7
1.95,0,-9.240000267,0,1.12E-06,1819.180786,4000,-5.351317406,-5.311094761,4.469064236,0.00000216,3513.55835,0.017565,-8485.2
1.975,0,-9.210000038,0,1.12E-06,1819.22937,4000,-5.351459503,-5.311112881,4.45483923,0.00000217,3513.566162,0.017546,-8474.3
2,0,-9.199999809,0,1.12E-06,1819.277954,4000,-5.351602077,-5.311131477,4.440614223,0.00000217,3513.573975,0.017527,-8461.5
2.025,0,-9.18999958,0,1.12E-06,1819.32666,4000,-5.351744175,-5.311150074,4.426388741,0.00000217,3513.581787,0.017508,-8447.5
2.05,0,-9.180000305,0,1.13E-06,1819.375244,4000,-5.351886749,-5.311168194,4.412163734,0.00000217,3513.5896,0.017489,-8432.6
2.075,0,-9.170000076,0,1.13E-06,1819.423828,4000,-5.352029324,-5.31118679,4.397938252,0.00000218,3513.597412,0.01747,-8417.1
2.1,0,-9.159999847,0,1.13E-06,1819.472412,4000,-5.352171421,-5.31120491,4.383713245,0.00000218,3513.605225,0.017451,-8401.1
2.125,0,-9.149999619,0,1.13E-06,1819.520996,4000,-5.352313995,-5.311223507,4.369488239,0.00000218,3513.613037,0.017432,-8384.9
2.15,0,-9.140000343,0,1.13E-06,1819.56958,4000,-5.35245657,-5.311241627,4.355262756,0.00000218,3513.62085,0.017413,-8368.5
2.175,0,-9.130000114,0,1.13E-06,1819.618164,4000,-5.352598667,-5.311260223,4.34103775,0.00000219,3513.628662,0.017394,-8352.1
2.2,0,-9.119999886,0,1.13E-06,1819.666748,4000,-5.352741241,-5.311278343,4.326812267,0.00000219,3513.636475,0.017375,-8335.7
2.225,0,-9.109999657,0,1.13E-06,1819.715454,4000,-5.352883816,-5.311296463,4.312587261,0.00000219,3513.644287,0.017356,-8319.3
2.25,0,-9.100000381,0,1.14E-06,1819.764038,4000,-5.353025913,-5.311314583,4.298361778,0.00000219,3513.6521,0.017337,-8303.1
2.275,0,-9.090000153,0,1.14E-06,1819.812622,4000,-5.353168488,-5.311333179,4.284136772,0.0000022,3513.659912,0.017318,-8287
2.3,0,-9.079999924,0,1.14E-06,1819.861206,4000,-5.353310585,-5.311351299,4.269911766,0.0000022,3513.66748,0.017299,-8271.1
2.325,0,-9.069999695,0,1.14E-06,1819.90979,4000,-5.353453159,-5.311369419,4.255686283,0.0000022,3513.675293,0.01728,-8255.3
2.35,0,-9.06000042,0,1.14E-06,1819.958374,4000,-5.353595734,-5.311387539,4.241461277,0.0000022,3513.683105,0.017261,-8239.7
2.375,0,-9.050000191,0,1.14E-06,1820.006958,4000,-5.353737831,-5.311405659,4.227235794,0.00000221,3513.690918,0.017242,-8224.3
2.4,0,-9.039999962,0,1.14E-06,1820.055542,4000,-5.353880405,-5.311423779,4.213010788,0.00000221,3513.69873,0.017223,-8209
2.425,0,-9.029999733,0,1.15E-06,1820.104248,4000,-5.35402298,-5.311441898,4.198785782,0.00000221,3513.706543,0.017204,-8193.9
2.45,0,-9.040000458,0,1.15E-06,1820.152832,4000,-5.354165077,-5.311460018,4.184560299,0.00000221,3513.714355,0.017185,-8178.9
2.475,0,-9.010000229,0,1.15E-06,1820.201416,4000,-5.354307652,-5.311478138,4.170335293,0.00000222,3513.722168,0.017166,-8164.1
2.5,0,-9,0,1.15E-06,1820.25,4000,-5.354450226,-5.311496258,4.15610981,0.00000222,3513.72998,0.017147,-8149.5
2.525,0,-8.989999771,0,1.15E-06,1820.273804,4000,-5.354520321,-5.311513901,4.139818192,0.00000222,3513.662598,0.017128,-8134.9
2.55,0,-8.979999542,0,1.15E-06,1820.297607,4000,-5.354590893,-5.311532021,4.123526096,0.00000222,3513.595215,0.017109,-8120.6
2.575,0,-8.970000267,0,1.15E-06,1820.321411,4000,-5.354660988,-5.31155014,4.107234001,0.00000223,3513.527832,0.01709,-8106.3
2.6,0,-8.960000038,0,1.15E-06,1820.345215,4000,-5.35473156,-5.31156826,4.090941906,0.00000223,3513.460449,0.017071,-8092.2
2.625,0,-8.949999809,0,1.16E-06,1820.369019,4000,-5.354802132,-5.311585903,4.074649811,0.00000223,3513.393066,0.017052,-8078.1
2.65,0,-8.93999958,0,1.16E-06,1820.392822,4000,-5.354872227,-5.311604023,4.058358192,0.00000223,3513.325684,0.017033,-8064.2
2.675,0,-8.930000305,0,1.16E-06,1820.416626,4000,-5.354942799,-5.311621666,4.042066097,0.00000224,3513.258301,0.017014,-8050.3
2.7,0,-8.940000076,0,1.16E-06,1820.44043,4000,-5.355013371,-5.311639786,4.025774002,0.00000224,3513.190918,0.016995,-8036.5
2.725,0,-8.909999847,0,1.16E-06,1820.464233,4000,-5.355083466,-5.311657429,4.009481907,0.00000224,3513.123291,0.016976,-8022.8
2.75,0,-8.899999619,0,1.16E-06,1820.488037,4000,-5.355154037,-5.311675549,3.99319005,0.00000224,3513.055908,0.016957,-8009.1
2.775,0,-8.890000343,0,1.16E-06,1820.511841,4000,-5.355224609,-5.311693192,3.976897955,0.00000225,3512.988525,0.016938,-7995.5
2.8,0,-8.880000114,0,1.17E-06,1820.535645,4000,-5.355294704,-5.311710835,3.960606098,0.00000225,3512.921143,0.016919,-7981.9
2.825,0,-8.869999886,0,1.17E-06,1820.559448,4000,-5.355365276,-5.311728954,3.944314003,0.00000225,3512.85376,0.0169,-7968.4
2.85,0,-8.859999657,0,1.17E-06,1820.583252,4000,-5.355435371,-5.311746597,3.928021908,0.00000225,3512.786377,0.016881,-7954.9
2.875,0,-8.850000381,0,1.17E-06,1820.607056,4000,-5.355505943,-5.31176424,3.911730051,0.00000226,3512.718994,0.016862,-7941.4
2.9,0,-8.840000153,0,1.17E-06,1820.630859,4000,-5.355576515,-5.311781883,3.895437956,0.00000226,3512.651611,0.016843,-7927.9
2.925,0,-8.829999924,0,1.17E-06,1820.654541,4000,-5.35564661,-5.311799526,3.879146099,0.00000226,3512.584229,0.016824,-7914.4
2.95,0,-8.819999695,0,1.17E-06,1820.678345,4000,-5.355717182,-5.311817646,3.862854004,0.00000226,3512.516846,0.016805,-7900.9
2.975,0,-8.81000042,0,1.17E-06,1820.702148,4000,-5.355787754,-5.311835289,3.846561909,0.00000227,3512.449463,0.016786,-7887.4
3,0,-8.800000191,0,1.18E-06,1820.725952,4000,-5.355857849,-5.311852932,3.830270052,0.00000227,3512.38208,0.016767,-7873.8
3.025,0,-8.789999962,0,1.18E-06,1820.749756,4000,-5.355928421,-5.311870575,3.813977957,0.00000227,3512.314697,0.016748,-7860.2
3.05,0,-8.779999733,0,1.18E-06,1820.77356,4000,-5.355998993,-5.311887741,3.7976861,0.00000227,3512.247314,0.016729,-7846.6
3.075,0,-8.770000458,0,1.18E-06,1820.797363,4000,-5.356069088,-5.311905384,3.781394005,0.00000228,3512.179688,0.01671,-7832.9
3.1,0,-8.760000229,0,1.18E-06,1820.821167,4000,-5.35613966,-5.311923027,3.76510191,0.00000228,3512.112305,0.016691,-7819.2
3.125,0,-8.75,0,1.18E-06,1820.844971,4000,-5.356210232,-5.31194067,3.748810053,0.00000228,3512.044922,0.016672,-7805.3
3.15,0,-8.739999771,0,1.18E-06,1820.868774,4000,-5.356280327,-5.311958313,3.732517958,0.00000228,3511.977539,0.016653,-7791.4
3.175,0,-8.729999542,0,1.19E-06,1820.892578,4000,-5.356350899,-5.311975479,3.716226101,0.00000229,3511.910156,0.016634,-7777.5
3.2,0,-8.740000267,0,1.19E-06,1820.916382,4000,-5.356420994,-5.311993122,3.699934006,0.00000229,3511.842773,0.016615,-7763.4
3.225,0,-8.710000038,0,1.19E-06,1820.940186,4000,-5.356491566,-5.312010765,3.683641911,0.00000229,3511.775391,0.016596,-7749.2
3.25,0,-8.699999809,0,1.19E-06,1820.963989,4000,-5.356562138,-5.312027931,3.667350054,0.00000229,3511.708008,0.016577,-7734.9
3.275,0,-8.68999958,0,1.19E-06,1820.987793,4000,-5.356632233,-5.312045574,3.651057959,0.0000023,3511.640625,0.016558,-7720.5
3.3,0,-8.680000305,0,1.19E-06,1821.011597,4000,-5.356702805,-5.31206274,3.634766102,0.0000023,3511.573242,0.016539,-7705.9
3.325,0,-8.670000076,0,1.19E-06,1821.0354,4000,-5.356773376,-5.312080383,3.618474007,0.0000023,3511.505859,0.01652,-7691.2
3.35,0,-8.659999847,0,1.20E-06,1821.059204,4000,-5.356843472,-5.312097549,3.602181911,0.00000231,3511.438477,0.016501,-7676.4
3.375,0,-8.649999619,0,1.20E-06,1821.083008,4000,-5.356914043,-5.312115192,3.585890055,0.00000231,3511.371094,0.016482,-7661.4
3.4,0,-8.640000343,0,1.20E-06,1821.106812,4000,-5.356984615,-5.312132359,3.56959796,0.00000231,3511.303711,0.016463,-7646.2
3.425,0,-8.630000114,0,1.20E-06,1821.130615,4000,-5.35705471,-5.312149525,3.553306103,0.00000231,3511.236084,0.016444,-7630.8
3.45,0,-8.619999886,0,1.20E-06,1821.154419,4000,-5.357125282,-5.312167168,3.537014008,0.00000232,3511.168701,0.016425,-7615.2
3.475,0,-8.609999657,0,1.20E-06,1821.178223,4000,-5.357195377,-5.312184334,3.520721912,0.00000232,3511.101318,0.016406,-7599.5
3.5,0,-8.600000381,0,1.20E-06,1821.202026,4000,-5.357265949,-5.3122015,3.504430056,0.00000232,3511.033936,0.016387,-7583.5
3.525,0,-8.590000153,0,1.21E-06,1821.22583,4000,-5.357336521,-5.312218666,3.48813796,0.00000232,3510.966553,0.016368,-7567.3
3.55,0,-8.579999924,0,1.21E-06,1821.249634,4000,-5.357406616,-5.312235832,3.471846104,0.00000233,3510.89917,0.016349,-7550.8
3.575,0,-8.569999695,0,1.21E-06,1821.273438,4000,-5.357477188,-5.312252998,3.455554008,0.00000233,3510.831787,0.01633,-7534.1
3.6,0,-8.56000042,0,1.21E-06,1821.297241,4000,-5.35754776,-5.312270164,3.439261913,0.00000233,3510.764404,0.016311,-7517.1
3.625,0,-8.550000191,0,1.21E-06,1821.321045,4000,-5.357617855,-5.312287331,3.422970057,0.00000234,3510.697021,0.016292,-7499.8
3.65,0,-8.539999962,0,1.21E-06,1821.344849,4000,-5.357688427,-5.312304497,3.406677961,0.00000234,3510.629639,0.016273,-7482.2
3.675,0,-8.529999733,0,1.21E-06,1821.368652,4000,-5.357758999,-5.312321663,3.390386105,0.00000234,3510.562256,0.016254,-7464.3
3.7,0,-8.540000458,0,1.22E-06,1821.392456,4000,-5.357829094,-5.312338829,3.374094009,0.00000234,3510.494873,0.016235,-7446.1
3.725,0,-8.510000229,0,1.22E-06,1821.41626,4000,-5.357899666,-5.312355995,3.357801914,0.00000235,3510.42749,0.016216,-7427.5
3.75,0,-8.5,0,1.22E-06,1821.439941,4000,-5.357970238,-5.312372684,3.341510057,0.00000235,3510.360107,0.016197,-7408.6
3.775,0,-8.489999771,0,1.22E-06,1821.429443,4000,-5.357938766,-5.312389851,3.322814941,0.00000235,3510.190918,0.016178,-7389.3
3.8,0,-8.479999542,0,1.22E-06,1821.418823,4000,-5.357907295,-5.312407017,3.304120064,0.00000235,3510.021973,0.016159,-7369.5
3.825,0,-8.470000267,0,1.22E-06,1821.408203,4000,-5.357875824,-5.312423706,3.285424948,0.00000236,3509.853027,0.01614,-7349.4
3.85,0,-8.460000038,0,1.22E-06,1821.397583,4000,-5.357844353,-5.312440872,3.26673007,0.00000236,3509.684082,0.016121,-7328.8
3.875,0,-8.449999809,0,1.23E-06,1821.386963,4000,-5.357812881,-5.312457561,3.248034954,0.00000236,3509.514893,0.016102,-7307.7
3.9,0,-8.43999958,0,1.23E-06,1821.376343,4000,-5.35778141,-5.312474728,3.229340076,0.00000237,3509.345947,0.016083,-7286.1
3.925,0,-8.430000305,0,1.23E-06,1821.365845,4000,-5.357750416,-5.312491417,3.21064496,0.00000237,3509.177002,0.016064,-7264
3.95,0,-8.440000076,0,1.23E-06,1821.355225,4000,-5.357718945,-5.312508583,3.191950083,0.00000237,3509.008057,0.016045,-7241.3
3.975,0,-8.409999847,0,1.23E-06,1821.344604,4000,-5.357687473,-5.312525272,3.173254967,0.00000237,3508.839111,0.016026,-7218.1
4,0,-8.399999619,0,1.23E-06,1821.333984,4000,-5.357656002,-5.312541962,3.154560089,0.00000238,3508.669922,0.016007,-7194.3
4.025,0,-8.390000343,0,1.23E-06,1821.323364,4000,-5.357624531,-5.312559128,3.135864973,0.00000238,3508.500977,0.015988,-7169.8
4.05,0,-8.380000114,0,1.24E-06,1821.312744,4000,-5.35759306,-5.312575817,3.117170095,0.00000238,3508.332031,0.015969,-7144.6
4.075,0,-8.369999886,0,1.24E-06,1821.302246,4000,-5.357561588,-5.312592506,3.098474979,0.00000238,3508.163086,0.01595,-7118.7
4.1,0,-8.359999657,0,1.24E-06,1821.291626,4000,-5.357530594,-5.312609196,3.079780102,0.00000239,3507.993896,0.015931,-7092.1
4.125,0,-8.350000381,0,1.24E-06,1821.281006,4000,-5.357499123,-5.312626362,3.061084986,0.00000239,3507.824951,0.015912,-7064.6
4.15,0,-8.340000153,0,1.24E-06,1821.270386,4000,-5.357467651,-5.312643051,3.042390108,0.00000239,3507.656006,0.015893,-7036.3
4.175,0,-8.329999924,0,1.24E-06,1821.259766,4000,-5.35743618,-5.31265974,3.023694992,0.0000024,3507.487061,0.015874,-7007.1
4.2,0,-8.319999695,0,1.25E-06,1821.249146,4000,-5.357404709,-5.31267643,3.005000114,0.0000024,3507.318115,0.015855,-6977
4.225,0,-8.31000042,0,1.25E-06,1821.238647,4000,-5.357373238,-5.312693119,2.986304998,0.0000024,3507.148926,0.015836,-6945.9
4.25,0,-8.300000191,0,1.25E-06,1821.228027,4000,-5.357341766,-5.312709808,2.967610121,0.0000024,3506.97998,0.015817,-6913.7
4.275,0,-8.289999962,0,1.25E-06,1821.217407,4000,-5.357310772,-5.312726021,2.948915005,0.00000241,3506.811035,0.015798,-6880.4
4.3,0,-8.279999733,0,1.25E-06,1821.206787,4000,-5.357279301,-5.31274271,2.930219889,0.00000241,3506.64209,0.015779,-6845.9
4.325,0,-8.270000458,0,1.25E-06,1821.196167,4000,-5.357247829,-5.312759399,2.911525011,0.00000241,3506.4729,0.01576,-6810.1
4.35,0,-8.260000229,0,1.25E-06,1821.185547,4000,-5.357216358,-5.312776089,2.892829895,0.00000242,3506.303955,0.015741,-6773
4.375,0,-8.25,0,1.26E-06,1821.175049,4000,-5.357184887,-5.312792301,2.874135017,0.00000242,3506.13501,0.015722,-6734.5
4.4,0,-8.239999771,0,1.26E-06,1821.164429,4000,-5.357153416,-5.31280899,2.855439901,0.00000242,3505.966064,0.015703,-6694.4
4.425,0,-8.229999542,0,1.26E-06,1821.153809,4000,-5.357122421,-5.31282568,2.836745024,0.00000242,3505.797119,0.015684,-6652.7
4.45,0,-8.240000267,0,1.26E-06,1821.143188,4000,-5.35709095,-5.312841892,2.818049908,0.00000243,3505.62793,0.015665,-6609.2
4.475,0,-8.210000038,0,1.26E-06,1821.132568,4000,-5.357059479,-5.312858582,2.79935503,0.00000243,3505.458984,0.015646,-6563.9
4.5,0,-8.199999809,0,1.26E-06,1821.121948,4000,-5.357028008,-5.312874794,2.780659914,0.00000243,3505.290039,0.015627,-6516.6
4.525,0,-8.18999958,0,1.27E-06,1821.11145,4000,-5.356996536,-5.312891483,2.761965036,0.00000244,3505.121094,0.015608,-6467.2
4.55,0,-8.180000305,0,1.27E-06,1821.10083,4000,-5.356965065,-5.312907696,2.74326992,0.00000244,3504.951904,0.015589,-6415.5
4.575,0,-8.170000076,0,1.27E-06,1821.09021,4000,-5.356933594,-5.312924385,2.724575043,0.00000244,3504.782959,0.01557,-6361.4
4.6,0,-8.159999847,0,1.27E-06,1821.07959,4000,-5.356902599,-5.312940598,2.705879927,0.00000244,3504.614014,0.015551,-6304.6
4.625,0,-8.149999619,0,1.27E-06,1821.06897,4000,-5.356871128,-5.31295681,2.687185049,0.00000245,3504.445068,0.015532,-6244.9
4.65,0,-8.140000343,0,1.27E-06,1821.05835,4000,-5.356839657,-5.312973499,2.668489933,0.00000245,3504.275879,0.015513,-6182.2
4.675,0,-8.130000114,0,1.27E-06,1821.047852,4000,-5.356808186,-5.312989712,2.649795055,0.00000245,3504.106934,0.015494,-6116.2
4.7,0,-8.119999886,0,1.28E-06,1821.037231,4000,-5.356776714,-5.313005924,2.631099939,0.00000246,3503.937988,0.015475,-6046.6
4.725,0,-8.109999657,0,1.28E-06,1821.026611,4000,-5.356745243,-5.313022137,2.612405062,0.00000246,3503.769043,0.015456,-5973.1
